,preqin,score,unpri match,Firm Name,preqin_clean
1399,lok capital,0.8695652173913043,,Lok Capital,lok capital
1400,aew,0.5714285714285714,,AEW,aew
1401,korea post insurance,0.64,,Korea Post Insurance,korea post insurance
1402,government employees pension service,0.7764705882352941,,Government Employees Pension Service,government employees pension service
1403,db insurance,0.6666666666666666,,DB Insurance,db insurance
1404,russell capital,0.7333333333333333,,Russell Capital,russell capital
1405,pag asia capital,0.7857142857142857,,PAG Asia Capital,pag asia capital
1406,e-capital equity management,0.7719298245614035,,E-Capital Equity Management,e-capital equity management
1407,delancey real estate asset management,0.7469879518072289,,Delancey Real Estate Asset Management,delancey real estate asset management
1408,karoll finance,0.7333333333333333,,Karoll Finance,karoll finance
1409,harrison street real estate capital,0.5660377358490566,,Harrison Street Real Estate Capital,harrison street real estate capital
1410,cromwell property group,0.7111111111111111,,Cromwell Property Group,cromwell property group
1411,arch capital management,0.9333333333333333,aqr capital management,ARCH Capital Management,arch capital management
1412,presima,1.0,presima,Presima,presima
1413,menora mivtachim pensions,0.6382978723404256,,Menora Mivtachim Pensions,menora mivtachim pensions
1414,barnstable county retirement system,0.684931506849315,,Barnstable County Retirement System,barnstable county retirement system
1415,blue wolf capital partners,1.0,blue wolf capital partners,Blue Wolf Capital Partners,blue wolf capital partners
1416,warwickshire pension fund,0.7391304347826086,,Warwickshire Pension Fund,warwickshire pension fund
1417,maj invest equity,0.7407407407407407,,Maj Invest Equity,maj invest equity
1418,bessemer venture partners,0.8372093023255814,,Bessemer Venture Partners,bessemer venture partners
1419,charter hall group,1.0,charter hall group,Charter Hall Group,charter hall group
1420,alpina partners,0.8387096774193549,,Alpina Partners,alpina partners
1421,credit suisse,0.7428571428571429,,Credit Suisse,credit suisse
1422,acg management,1.0,acg management,ACG Management,acg management
1423,commonwealth bank,0.5454545454545454,,Commonwealth Bank,commonwealth bank
1424,brandon capital partners,0.8695652173913043,,Brandon Capital Partners,brandon capital partners
1425,man group,1.0,man group,Man Group,man group
1426,canyon partners,0.7741935483870968,,Canyon Partners,canyon partners
1427,pine brook partners,0.7428571428571429,,Pine Brook Partners,pine brook partners
1428,emerging capital partners,1.0,emerging capital partners,Emerging Capital Partners,emerging capital partners
1429,christian super,1.0,christian super,Christian Super,christian super
1430,ecoenterprises fund,0.631578947368421,,EcoEnterprises Fund,ecoenterprises fund
1431,.406 ventures,0.6666666666666666,,.406 Ventures,.406 ventures
1432,idg capital,0.8571428571428571,,IDG Capital,idg capital
1433,vermont pension investment committee,0.631578947368421,,Vermont Pension Investment Committee,vermont pension investment committee
1434,magnum capital industrial partners,1.0,magnum capital industrial partners,Magnum Capital Industrial Partners,magnum capital industrial partners
1435,commonwealth superannuation corporation,0.6666666666666666,,Commonwealth Superannuation Corporation,commonwealth superannuation corporation
1436,ortelius capital partners,0.851063829787234,,Ortelius Capital Partners,ortelius capital partners
1437,morgan stanley global wealth management group,0.691358024691358,,Morgan Stanley Global Wealth Management Group,morgan stanley global wealth management group
1438,syntaxis capital,1.0,syntaxis capital,Syntaxis Capital,syntaxis capital
1439,calibrium,0.5,,Calibrium,calibrium
1440,nazca capital,1.0,nazca capital,Nazca Capital,nazca capital
1441,pension fund for housing associations,0.7868852459016393,,Pension Fund for Housing Associations,pension fund for housing associations
1442,pzena investment management,0.8888888888888888,,Pzena Investment Management,pzena investment management
1443,pzena investment management,0.8888888888888888,,Pzena Investment Management,pzena investment management
1444,advanced portfolio management,0.8301886792452831,,Advanced Portfolio Management,advanced portfolio management
1445,sprott asset management,0.8695652173913043,,Sprott Asset Management,sprott asset management
1446,sprott asset management,0.8695652173913043,,Sprott Asset Management,sprott asset management
1447,adamas partners,0.8125,,Adamas Partners,adamas partners
1448,hedge funds investment management,0.8524590163934426,,Hedge Funds Investment Management,hedge funds investment management
1449,adair capital,0.8333333333333334,,Adair Capital,adair capital
1450,adair capital,0.8333333333333334,,Adair Capital,adair capital
1451,adair capital,0.8333333333333334,,Adair Capital,adair capital
1452,folksam,1.0,folksam,Folksam,folksam
1453,advanced finance & investment group,0.6896551724137931,,Advanced Finance & Investment Group,advanced finance & investment group
1454,marshall wace,0.5,,Marshall Wace,marshall wace
1455,marshall wace,0.5,,Marshall Wace,marshall wace
1456,marshall wace,0.5,,Marshall Wace,marshall wace
1457,ike capital group,0.8666666666666667,,IKE Capital Group,ike capital group
1458,performa investimentos,0.88,,Performa Investimentos,performa investimentos
1459,vista equity partners,0.85,,Vista Equity Partners,vista equity partners
1460,blackstone alternative asset management,0.746268656716418,,Blackstone Alternative Asset Management,blackstone alternative asset management
1461,bluestem asset management,0.8444444444444444,,Bluestem Asset Management,bluestem asset management
1462,bluestem asset management,0.8444444444444444,,Bluestem Asset Management,bluestem asset management
1463,culross global investment management,0.8125,,Culross Global Investment Management,culross global investment management
1464,jana partners,0.8571428571428571,,JANA Partners,jana partners
1465,goldentree asset management,0.8163265306122449,,GoldenTree Asset Management,goldentree asset management
1466,evanston capital management,0.8846153846153846,,Evanston Capital Management,evanston capital management
1467,london borough of haringey pension fund,0.6101694915254238,,London Borough of Haringey Pension Fund,london borough of haringey pension fund
1468,hfr asset management,0.9230769230769231,,HFR Asset Management,hfr asset management
1469,investec asset management,1.0,investec asset management,Investec Asset Management,investec asset management
1470,magnum funds,0.6086956521739131,,Magnum Funds,magnum funds
1471,magnum funds,0.6086956521739131,,Magnum Funds,magnum funds
1472,northern horizon capital,0.9230769230769231,,Northern Horizon Capital,northern horizon capital
1473,adelphi capital,0.7692307692307693,,Adelphi Capital,adelphi capital
1474,adelphi capital,0.7692307692307693,,Adelphi Capital,adelphi capital
1475,wellington management,0.7777777777777778,,Wellington Management,wellington management
1476,aqr capital management,1.0,aqr capital management,AQR Capital Management,aqr capital management
1477,value partners,0.7692307692307693,,Value Partners,value partners
1478,value partners,0.7692307692307693,,Value Partners,value partners
1479,value partners,0.7692307692307693,,Value Partners,value partners
1480,aspect capital,0.8461538461538461,,Aspect Capital,aspect capital
1481,mirvac funds management,0.8333333333333334,,Mirvac Funds Management,mirvac funds management
1482,hall capital partners,0.9130434782608695,,Hall Capital Partners,hall capital partners
1483,renaissance technologies,0.6,,Renaissance Technologies,renaissance technologies
1484,brevan howard capital management,0.7857142857142857,,Brevan Howard Capital Management,brevan howard capital management
1485,brevan howard capital management,0.7857142857142857,,Brevan Howard Capital Management,brevan howard capital management
1486,brummer & partners,0.9230769230769231,,Brummer & Partners,brummer & partners
1487,bridgewater associates,0.8095238095238095,,Bridgewater Associates,bridgewater associates
1488,citadel advisors,0.7647058823529411,,Citadel Advisors,citadel advisors
1489,p. schoenfeld asset management,0.7719298245614035,,P. Schoenfeld Asset Management,p. schoenfeld asset management
1490,p. schoenfeld asset management,0.7719298245614035,,P. Schoenfeld Asset Management,p. schoenfeld asset management
1491,silver point capital,0.6875,,Silver Point Capital,silver point capital
1492,gerber/taylor management,0.6818181818181818,,Gerber/Taylor Management,gerber/taylor management
1493,forbion,0.5333333333333333,,Forbion,forbion
1494,forbion,0.5333333333333333,,Forbion,forbion
1495,forbion,0.5333333333333333,,Forbion,forbion
1496,biogeneration ventures,0.6666666666666666,,BioGeneration Ventures,biogeneration ventures
1497,graham capital management,0.88,,Graham Capital Management,graham capital management
1498,normandy real estate partners,0.6785714285714286,,Normandy Real Estate Partners,normandy real estate partners
1499,third point management,0.7391304347826086,,Third Point Management,third point management
1500,palatine private equity,0.92,,Palatine Private Equity,palatine private equity
1501,ui gestion,1.0,ui gestion,UI Gestion,ui gestion
1502,icelandic state employees' pension fund,0.6349206349206349,,Icelandic State Employees' Pension Fund,icelandic state employees' pension fund
1503,pension fund for danish lawyers and economists,0.5783132530120482,,Pension Fund for Danish Lawyers and Economists,pension fund for danish lawyers and economists
1504,sculptor capital,0.7586206896551724,,Sculptor Capital,sculptor capital
1505,standard chartered bank,0.5641025641025641,,Standard Chartered Bank,standard chartered bank
1506,davidson kempner capital management,0.7796610169491526,,Davidson Kempner Capital Management,davidson kempner capital management
1507,tremblant capital group,0.8,,Tremblant Capital Group,tremblant capital group
1508,casey family programs,0.5333333333333333,,Casey Family Programs,casey family programs
1509,mcknight foundation,0.7058823529411765,,McKnight Foundation,mcknight foundation
1510,gtis partners,0.8333333333333334,,GTIS Partners,gtis partners
1511,advent capital management,0.88,,Advent Capital Management,advent capital management
1512,advent capital management,0.88,,Advent Capital Management,advent capital management
1513,william penn foundation,0.6666666666666666,,William Penn Foundation,william penn foundation
1514,william penn foundation,0.6666666666666666,,William Penn Foundation,william penn foundation
1515,gramercy,0.7692307692307693,,Gramercy,gramercy
1516,quaero capital s.a,0.875,,QUAERO Capital S.A,quaero capital s.a
1517,ballingal investment advisors,0.8679245283018868,,Ballingal Investment Advisors,ballingal investment advisors
1518,oquendo capital,1.0,oquendo capital,Oquendo Capital,oquendo capital
1519,swiss re,0.8,,Swiss Re,swiss re
1520,morgan creek capital management,0.8387096774193549,,Morgan Creek Capital Management,morgan creek capital management
1521,beamtenversicherungskasse des kantons zürich,0.5671641791044776,,Beamtenversicherungskasse des Kantons Zürich,beamtenversicherungskasse des kantons zürich
1522,theta capital management,0.875,,Theta Capital Management,theta capital management
1523,western asset management,0.8627450980392157,,Western Asset Management,western asset management
1524,evli bank,0.8181818181818182,,Evli Bank,evli bank
1525,enervest,0.6666666666666666,,EnerVest,enervest
1526,savanna,0.5714285714285714,,Savanna,savanna
1527,louisiana sheriffs' pension and relief fund,0.6133333333333333,,Louisiana Sheriffs' Pension and Relief Fund,louisiana sheriffs' pension and relief fund
1528,corrum capital management,0.8571428571428571,,Corrum Capital Management,corrum capital management
1529,crestline investors,0.7,,Crestline Investors,crestline investors
1530,groupe crédit agricole,0.625,,Groupe Crédit Agricole,groupe crédit agricole
1531,amg national trust bank,0.5641025641025641,,AMG National Trust Bank,amg national trust bank
